title	year	length	budget	rating	votes	mpaa	genre	status
Ghost World	2000	111	7	7.8	17976	R	Comedy Drama	no
Good Will Hunting	1997	126	10	7.8	60858	R	Drama	no
House of Sand and Fog	2003	126	16	7.8	8164	R	Drama	no
In This World	2002	88	1.9	7.8	815	R	Drama	no
JFK	1991	206	40	7.8	26456	R	Drama	no
Lunes al sol, Los	2002	113	4	7.8	1466	R	Drama	no
MASH	1970	112	3.5	7.8	14829	R	Comedy Drama	no
Minority Report	2002	145	102	7.8	51199	PG-13	Action Drama	no
Notebook, The	2004	123	30	7.8	8830	PG-13	Romance Drama	no
O Brother, Where Art Thou?	2000	106	26	7.8	37961	PG-13	Comedy	no
Others, The	2001	104	17	7.8	36914	PG-13	Drama	no
Rebel Without a Cause	1955	111	1.5	7.8	11055	PG-13	Drama	no
Shrek 2	2004	92	75	7.8	27236	PG	Animated	no
Traffic	2000	147	48	7.8	41268	R	Drama	no
Violon rouge, Le	1998	140	10	7.8	6995	R	Romance Drama	no
You Can Count on Me	2000	111	1.2	7.8	7630	R	Drama	no
As Good as It Gets	1997	139	50	7.7	47441	PG-13	RomCom	no
Billy Elliot	2000	110	5	7.7	16725	R	Drama	no
Carandiru	2003	147	6	7.7	1608	R	Drama	no
Collateral	2004	120	65	7.7	24499	R	Drama	no
Far from Heaven	2002	107	13.5	7.7	9167	PG-13	Romance Drama	no
Heavenly Creatures	1994	108	5	7.7	11453	R	Romance Drama	no
Hedwig and the Angry Inch	2001	93	6	7.7	6072	R	RomCom	no
Interstate 60	2002	116	7	7.7	2495	R	Comedy Drama	no
Karakter	1997	122	4.5	7.7	2687	R	Drama	no
Lone Star	1996	135	5	7.7	8518	R	Drama	no
Man Who Wasn't There, The	2001	118	20	7.7	17028	R	Comedy Drama	no
Maquinista, El	2004	102	5	7.7	4322	R	Drama	no
Moulin Rouge!	2001	127	52.5	7.7	47689	PG-13	Romance Drama	no
Office Space	1999	89	10	7.7	26134	R	Comedy	no
Rabbit-Proof Fence	2002	94	6	7.7	5079	PG	Drama	no
Road to Perdition	2002	117	80	7.7	30526	R	Drama	no
Rushmore	1998	93	10	7.7	22209	R	RomCom	no
Sense and Sensibility	1995	136	16.5	7.7	13904	PG	RomCom	no
Triplettes de Belleville, Les	2003	78	8	7.7	6618	PG-13	Animated	no
Truman Show, The	1998	103	60	7.7	62434	PG	Comedy Drama	no
2046	2004	129	12	7.6	2663	R	Romance Drama	no
Black Hawk Down	2001	142	90	7.6	32530	R	Action Drama	no
Bloody Sunday	2002	107	5	7.6	2388	R	Drama	no
Boogie Nights	1997	156	15	7.6	27380	R	Drama	no
Boys Don't Cry	1999	118	2	7.6	14456	R	Drama	no
Butterfly Effect, The	2004	120	13	7.6	22975	R	Drama	no
Catch Me If You Can	2002	141	52	7.6	39915	PG-13	Drama	no
Chasing Amy	1997	111	0.25	7.6	32141	R	RomCom	no
Dead Man Walking	1995	122	11	7.6	16177	R	Drama	no
Dirty Pretty Things	2002	97	10	7.6	6274	R	Drama	no
Donnie Brasco	1997	127	35	7.6	20029	R	Drama	no
Elizabeth	1998	124	25	7.6	14733	R	Drama	no
Equilibrium	2002	107	20	7.6	17579	R	Action	no
Foreign Correspondents	1999	102	0.5	7.6	117	PG-13	Romance Drama	no
Gattaca	1997	101	36	7.6	26071	PG-13	Drama	no
Gods and Monsters	1998	105	3.5	7.6	9020	R	Drama	no
High Fidelity	2000	113	20	7.6	29704	R	RomCom	no
Hours, The	2002	114	25	7.6	16692	PG-13	Drama	no
Kinsey	2004	118	11	7.6	3225	R	Drama	no
Leggenda del pianista sull'oceano, La	1998	120	9	7.6	3599	R	Drama	no
Nueve reinas	2000	114	1.5	7.6	3721	R	Drama	no
Postino, Il	1994	108	3	7.6	8342	PG	RomCom	no
Royal Tenenbaums, The	2001	111	21	7.6	31227	R	Comedy Drama	no
Samsara	2001	138	3	7.6	636	R	Action Drama	no
Sand Pebbles, The	1966	193	12	7.6	1773	PG-13	Romance Drama	no
Shine	1996	105	5.5	7.6	12425	PG-13	Romance Drama	no
Simple Plan, A	1998	121	17	7.6	15398	R	Drama	no
South Park: Bigger Longer & Uncut	1999	81	21	7.6	33188	R	Animated	no
Star Trek: The Wrath of Khan	1982	116	11	7.6	16333	PG	Action	no
Swingers	1996	96	0.2	7.6	15827	R	Comedy Drama	no
Utomlyonnye solntsem	1994	132	2.8	7.6	2173	R	Drama	no
Waiting for Guffman	1996	84	4	7.6	7337	R	Comedy	no
Wonder Boys	2000	111	35	7.6	15668	R	Comedy Drama	no
About a Boy	2002	101	27	7.5	18318	PG-13	Comedy Drama	no
Apollo 13	1995	140	62	7.5	41098	PG	Drama	no
Aviator, The	2004	170	116	7.5	16217	PG-13	Drama	no
Best in Show	2000	90	6	7.5	11790	PG-13	Comedy	no
Bound	1996	109	4.5	7.5	11911	R	Romance Drama	no
Bubba Ho-tep	2002	92	1	7.5	7142	R	Comedy	no
Chicago	2002	113	45	7.5	34933	PG-13	Comedy Drama	no
Cider House Rules, The	1999	126	24	7.5	18950	PG-13	Romance Drama	no
Frida	2002	123	12	7.5	8614	R	Drama	no
Ice Storm, The	1997	112	18	7.5	13115	R	Drama	no
Jackie Brown	1997	154	12	7.5	28891	R	Drama	no
Jui kuen II	1994	99	2	7.5	4628	R	Action Comedy	no
Lawn Dogs	1997	101	8	7.5	1856	R	Drama	no
Leaving Las Vegas	1995	111	4	7.5	18027	R	Romance Drama	no
Life as a House	2001	127	18	7.5	7696	R	Comedy Drama	no
Master and Commander: The Far Side of the World	2003	138	150	7.5	21328	PG-13	Action Drama	no
Ocean's Eleven	2001	116	85	7.5	44662	PG-13	Comedy	no
Open Range	2003	139	26	7.5	8799	R	Drama	no
Osama	2003	83	0.046	7.5	1546	PG-13	Drama	no
Pleasantville	1998	124	40	7.5	22561	PG-13	Comedy Drama	no
Primal Fear	1996	129	30	7.5	12467	R	Drama	no
Punch-Drunk Love	2002	95	25	7.5	18169	R	RomCom	no
Seabiscuit	2003	141	86	7.5	11552	PG-13	Drama	no
Shakespeare in Love	1998	122	25	7.5	41999	R	RomCom	no
Shattered Glass	2003	95	6	7.5	4108	PG-13	Drama	no
Abyss, The	1989	171	69.5	7.4	21987	PG-13	Action Drama	no
Antwone Fisher	2002	117	12.5	7.4	4472	PG-13	Drama	no
Army of Darkness	1993	96	11	7.4	22118	R	Action Comedy	no
Cold Mountain	2003	152	83	7.4	15712	R	Romance Drama	no
Count of Monte Cristo, The	2002	134	35	7.4	13907	PG-13	Action Drama	no
Dawn of the Dead	2004	109	28	7.4	16283	R	Action Drama	no
Election	1999	103	8.5	7.4	17521	R	Comedy	no
Enter the Dragon	1973	99	0.85	7.4	8078	R	Action	no
Espinazo del diablo, El	2001	108	4.5	7.4	3474	R	Drama	no
Frailty	2001	100	11	7.4	10551	R	Drama	no
Frequency	2000	118	31	7.4	15317	PG-13	Drama	no
Go	1999	103	6.5	7.4	20663	R	Comedy	no
Grosse Pointe Blank	1997	107	15	7.4	20400	R	RomCom	no
In the Bedroom	2001	130	1.7	7.4	10177	R	Drama	no
Man on Fire	2004	146	70	7.4	14358	R	Action Drama	no
Monster	2003	109	8	7.4	12306	R	Drama	no
Nicholas Nickleby	2002	132	10	7.4	1651	PG	Drama	no
Passion of the Christ, The	2004	127	30	7.4	34046	R	Drama	no
Quiet American, The	2002	101	30	7.4	5957	R	Romance Drama	no
Remember the Titans	2000	113	30	7.4	14195	PG	Drama	no
Ring, The	2002	115	45	7.4	30687	PG-13	Drama	no
Ryan's Daughter	1970	202	15	7.4	965	R	Romance Drama	no
School of Rock, The	2003	108	20	7.4	16452	PG-13	Comedy	no
Secondhand Lions	2003	120	30	7.4	5543	PG	Comedy Drama	no
Shallow Grave	1994	93	2.5	7.4	9401	R	Drama	no
Siunin Wong Fei-hung tsi titmalau	1993	90	2	7.4	3173	PG-13	Action Comedy	no
Smoke	1995	112	7	7.4	8111	R	Comedy Drama	no
Spider-Man	2002	121	139	7.4	63228	PG-13	Action	no
Thirteen Days	2000	145	80	7.4	10926	PG-13	Drama	no
Welcome to the Dollhouse	1995	88	0.8	7.4	5851	R	Comedy Drama	no
Whole Wide World, The	1996	111	1.3	7.4	956	PG	Drama	no
1776	1972	180	4	7.3	1754	PG	Drama	no
About Schmidt	2002	125	30	7.3	23279	R	Comedy Drama	no
Better Luck Tomorrow	2002	98	0.25	7.3	2697	R	Drama	no
Bigger Than the Sky	2005	106	0.75	7.3	32	PG-13	RomCom	no
Bourne Identity, The	2002	119	75	7.3	29871	PG-13	Action Drama	no
Bourne Supremacy, The	2004	108	75	7.3	19878	PG-13	Action Drama	no
Cast Away	2000	143	90	7.3	34580	PG-13	Drama	no
Contact	1997	153	90	7.3	36390	PG	Drama	no
Dellamorte Dellamore	1994	105	4	7.3	2313	R	RomCom	no
Dogma	1999	130	10	7.3	43391	R	Comedy	no
Elephant	2003	81	3	7.3	9203	R	Drama	no
Enemy at the Gates	2001	131	70	7.3	19169	R	Action Drama	no
Erin Brockovich	2000	130	51	7.3	24301	R	Drama	no
EvenHand	2002	92	0.5	7.3	169	R	Drama	no
Finding Forrester	2000	136	43	7.3	13439	PG-13	Drama	no
Gangs of New York	2002	166	97	7.3	34808	R	Drama	no
Gosford Park	2001	137	15	7.3	16831	R	Drama	no
Grey Zone, The	2001	108	5	7.3	1553	R	Drama	no
Heaven	2002	96	11	7.3	3857	R	Drama	no
Hurricane, The	1999	145	38	7.3	12445	R	Drama	no
Ice Age	2002	81	60	7.3	22302	PG	Animated	no
Identity	2003	90	30	7.3	18747	R	Drama	no
In the Company of Men	1997	97	0.025	7.3	3618	R	Comedy	no
Insomnia	2002	118	46	7.3	22235	R	Drama	no
Jerry Maguire	1996	139	50	7.3	34623	R	RomCom	no
Julie Walking Home	2002	118	5	7.3	190	R	Romance Drama	no
Latter Days	2003	107	0.85	7.3	1396	R	RomCom	no
Life Aquatic with Steve Zissou, The	2004	118	25	7.3	9170	R	Comedy Drama	no
Lilo & Stitch	2002	86	80	7.3	10944	PG	Animated	no
Lost Highway	1997	135	15	7.3	15936	R	Drama	no
Man on the Moon	1999	118	52	7.3	19826	R	Comedy Drama	no
Mean Creek	2004	89	0.5	7.3	2094	R	Drama	no
Menace II Society	1993	97	3.5	7.3	4704	R	Action Drama	no
Merchant of Venice, The	2004	138	30	7.3	1400	R	Comedy Drama	no
Metoroporisu	2001	107	14.5	7.3	3380	PG-13	Animated	no
Monster's Ball	2001	112	4	7.3	15037	R	Romance Drama	no
Narc	2002	105	7.5	7.3	7185	R	Drama	no
Pieces of April	2003	80	0.3	7.3	4604	PG-13	Comedy Drama	no
Star Trek: First Contact	1996	106	45	7.3	25046	PG-13	Action	no
Team America: World Police	2004	98	30	7.3	13104	R	Action Comedy	no
Three Kings	1999	114	48	7.3	31503	R	Action Comedy	no
Training Day	2001	120	45	7.3	22776	R	Drama	no
Waking Ned	1998	92	3	7.3	7232	PG	Comedy	no
X-Men	2000	104	75	7.3	45332	PG-13	Action	no
Apostle, The	1997	134	5	7.2	4231	PG-13	Drama	no
Bad Santa	2003	98	18	7.2	11189	R	Comedy	no
Being Julia	2004	104	18	7.2	1671	R	Comedy Drama	no
Bon voyage	2003	115	20	7.2	1061	PG-13	Comedy Drama	no
Buffalo '66	1998	110	1.5	7.2	6652	R	Comedy Drama	no
Comunidad, La	2000	110	2	7.2	1270	R	Comedy	no
Cypher	2002	95	7.5	7.2	3160	R	Action	no
Dangerous Lives of Altar Boys, The	2002	105	12	7.2	3274	R	Drama	no
Eve's Bayou	1997	109	5	7.2	2302	R	Drama	no
Four Weddings and a Funeral	1994	117	6	7.2	17820	R	RomCom	no
Full Monty, The	1997	91	3.5	7.2	22115	R	Comedy	no
Galaxy Quest	1999	102	45	7.2	22341	PG	Comedy	no
Holes	2003	117	30	7.2	5235	PG	Comedy Drama	no
I Am Sam	2001	132	22	7.2	9945	PG-13	Drama	no
K-PAX	2001	120	48	7.2	17235	PG-13	Drama	no
Limey, The	1999	89	9	7.2	7732	R	Drama	no
My Cousin Vinny	1992	120	11	7.2	10877	R	Comedy	no
Napoleon Dynamite	2004	86	0.4	7.2	17524	PG	Comedy	no
Negotiator, The	1998	139	50	7.2	19100	R	Action Drama	no
Peter Pan	2003	113	100	7.2	5596	PG	Action	no
Phantom of the Opera, The	2004	143	60	7.2	11283	PG-13	Romance Drama	no
Rounders	1998	121	12	7.2	13621	R	Drama	no
Salton Sea, The	2002	107	18	7.2	5070	R	Drama	no
Santa sangre	1989	123	0.787	7.2	1165	R	Drama	no
Savior	1998	104	10	7.2	1775	R	Drama	no
Smoke Signals	1998	88	2	7.2	2665	PG-13	Comedy Drama	no
Songcatcher	2000	109	1.8	7.2	927	PG-13	Drama	no
There's Something About Mary	1998	134	23	7.2	46343	R	RomCom	no
Thin Red Line, The	1998	170	52	7.2	25637	R	Action Drama	no
Thirteen Conversations About One Thing	2001	104	3	7.2	2883	R	Drama	no
Upside of Anger, The	2005	118	13.2	7.2	1160	R	RomCom	no
Virgin Suicides, The	1999	90	6	7.2	17524	R	Drama	no
Vor	1997	110	2	7.2	841	R	Drama	no
Arlington Road	1999	117	21.5	7.1	17189	R	Drama	no
Bananas	1971	82	2	7.1	4252	PG-13	Comedy	no
Blow	2001	124	30	7.1	18670	R	Drama	no
Brigham City	2001	119	1	7.1	405	PG-13	Drama	no
Cape Fear	1991	128	35	7.1	15585	R	Drama	no
Confessions of a Dangerous Mind	2002	113	29	7.1	11487	R	Drama	no
Crimson Tide	1995	116	53	7.1	14033	R	Action Drama	no
Deconstructing Harry	1997	96	20	7.1	7342	R	Comedy	no
Dracula	1992	128	40	7.1	19972	R	Romance Drama	no
Enemy of the State	1998	131	90	7.1	23263	R	Action Drama	no
English Patient, The	1996	160	27	7.1	25210	R	Romance Drama	no
Evelyn	2002	94	10	7.1	1163	PG	Drama	no
Everything Put Together	2000	87	0.5	7.1	151	R	Drama	no
Face/Off	1997	133	80	7.1	37506	R	Action Drama	no
Fifth Element, The	1997	126	90	7.1	55398	PG-13	Action Drama	no
Harold & Kumar Go to White Castle	2004	90	9	7.1	8376	R	Comedy	no
Highlander	1986	116	16	7.1	18146	R	Action	no
Igby Goes Down	2002	99	9	7.1	7958	R	Comedy Drama	no
Kundun	1997	128	28	7.1	4306	PG-13	Drama	no
Lana's Rain	2002	107	0.215	7.1	56	R	Drama	no
Last Orders	2001	109	12	7.1	1583	R	Drama	no
Life of David Gale, The	2003	130	50	7.1	10580	R	Drama	no
Limbo	1999	126	8.3	7.1	2063	R	Drama	no
Mallrats	1995	94	6.1	7.1	22837	R	Comedy Drama	no
Matrix Reloaded, The	2003	138	127	7.1	57225	R	Action	no
Mother Night	1996	114	5.5	7.1	1232	R	Romance Drama	no
Muriel's Wedding	1994	106	3	7.1	6685	R	RomCom	no
My Dog Skip	2000	95	7	7.1	3109	PG	Drama	no
One Hour Photo	2002	96	12	7.1	17130	R	Drama	no
Playing by Heart	1998	121	14	7.1	4958	R	Romance Drama	no
Pollock	2000	132	6	7.1	4013	R	Drama	no
Runaway Jury	2003	127	60	7.1	10761	PG-13	Drama	no
Saved!	2004	92	5	7.1	6504	PG-13	Comedy Drama	no
Signs	2002	108	72	7.1	40285	PG-13	Drama	no
Slam	1998	100	1	7.1	569	R	Drama	no
Speed	1994	116	28	7.1	32979	R	Action	no
Spring Forward	1999	110	2	7.1	307	R	Drama	no
Superman	1978	151	55	7.1	17327	PG	Action	no
Swimming with Sharks	1994	101	0.7	7.1	4837	R	Comedy Drama	no
Terminal, The	2004	128	60	7.1	15809	PG-13	RomCom	no
Thirteen	2003	100	1.5	7.1	8652	R	Drama	no
Trees Lounge	1996	95	1.3	7.1	3155	R	Comedy Drama	no
Troy	2004	162	185	7.1	33979	R	Action Drama	no
Twin Falls Idaho	1999	111	0.5	7.1	1547	R	Drama	no
Unbreakable	2000	106	75	7.1	35842	PG-13	Drama	no
We Were Soldiers	2002	143	75	7.1	14939	R	Action Drama	no
Alferd Packer: The Musical	1996	97	0.125	7	2298	R	RomCom	no
Amistad	1997	152	40	7	10543	R	Drama	no
Antz	1998	83	60	7	16312	PG	Animated	no
Austin Powers: International Man of Mystery	1997	94	17	7	33755	PG-13	Action Comedy	no
Bridget Jones's Diary	2001	97	26	7	24791	R	RomCom	no
Buffalo Soldiers	2001	98	15	7	3753	R	Comedy Drama	no
Crimen del padre Amaro, El	2002	118	1.8	7	2469	R	Romance Drama	no
Devil's Advocate, The	1997	144	57	7	26904	R	Drama	no
Die Hard: With a Vengeance	1995	131	90	7	25258	R	Action	no
Edges of the Lord	2001	95	7.5	7	639	R	Drama	no
Elf	2003	95	33	7	10165	PG	Comedy	no
End of the Affair, The	1999	102	23	7	4808	R	Romance Drama	no
Ever After	1998	121	26	7	10250	PG	RomCom	no
Eyes Wide Shut	1999	159	65	7	37868	R	Drama	no
Final Solution	2001	110	1.5	7	32	R	Action Drama	no
Friday Night Lights	2004	117	30	7	4290	PG-13	Drama	no
Get Shorty	1995	105	30.25	7	14825	R	Comedy Drama	no
Girl, Interrupted	1999	127	24	7	16362	R	Drama	no
How to Kill Your Neighbor's Dog	2000	107	7.3	7	907	R	Comedy Drama	no
Husbands	1970	131	1	7	373	PG-13	Drama	no
I Capture the Castle	2003	111	8	7	947	R	Romance Drama	no
I Heart Huckabees	2004	106	22	7	7262	R	Comedy	no
I, Robot	2004	115	105	7	22330	PG-13	Action	no
Ideal Husband, An	1999	97	14	7	4584	PG-13	RomCom	no
Imaginary Heroes	2004	112	10	7	411	R	Comedy Drama	no
Jake's Booty Call	2003	77	0.05	7	10	R	Comedy	no
Japanese Story	2003	105	5.74	7	1330	R	Drama	no
Kingdom of Heaven	2005	145	130	7	6498	R	Action Drama	no
Kissing Jessica Stein	2001	97	1	7	4236	R	RomCom	no
Mean Girls	2004	97	17	7	11591	PG-13	Comedy Drama	no
Meet the Parents	2000	108	55	7	30804	PG-13	Comedy	no
Mighty Aphrodite	1995	95	15	7	7083	R	Comedy	no
Modigliani	2004	128	12	7	155	R	Drama	no
My Family	1995	128	5.5	7	859	R	Drama	no
Notting Hill	1999	124	42	7	27285	PG-13	RomCom	no
One True Thing	1998	127	30	7	2534	R	Drama	no
Owning Mahowny	2003	104	10	7	1999	R	Drama	no
Panic Room	2002	113	48	7	24302	R	Drama	no
Real Women Have Curves	2002	87	3	7	1944	PG-13	Comedy Drama	no
Rock, The	1996	136	75	7	46184	R	Action Drama	no
Ronin	1998	121	55	7	21982	R	Action	no
Sleepers	1996	147	44	7	17896	R	Drama	no
Spy Game	2001	126	92	7	16736	R	Action Drama	no
Star Wars: Episode II - Attack of the Clones	2002	120	120	7	63889	PG	Action	no
Suicide Kings	1997	106	5	7	6117	R	Comedy Drama	no
Sunshine State	2002	141	5.6	7	1481	PG-13	Drama	no
Talented Mr. Ripley, The	1999	139	40	7	25974	R	Drama	no
Wag the Dog	1997	97	15	7	16434	R	Comedy	no
Zero Effect	1998	116	5	7	4820	R	Comedy	no
Affliction	1997	114	6	6.9	3679	R	Drama	no
American President, The	1995	114	62	6.9	11834	PG-13	RomCom	no
Beautiful Country, The	2004	137	6	6.9	115	R	Drama	no
Bridges of Madison County, The	1995	135	22	6.9	7633	PG-13	Romance Drama	no
Contender, The	2000	126	9	6.9	7023	R	Drama	no
Emma	1996	121	6	6.9	6431	PG	RomCom	no
Everyone Says I Love You	1996	101	20	6.9	7314	R	RomCom	no
Freaky Friday	2003	97	26	6.9	8052	PG	Comedy Drama	no
Good Girl, The	2002	93	5	6.9	8254	R	Comedy Drama	no
Great White Hope, The	1970	103	6	6.9	369	PG-13	Drama	no
Hitchhiker's Guide to the Galaxy, The	2005	110	50	6.9	7644	PG	Comedy	no
House of Mirth, The	2000	140	10	6.9	2167	PG	Romance Drama	no
Italian Job, The	2003	111	60	6.9	18496	PG-13	Action	no
Jay and Silent Bob Strike Back	2001	104	22	6.9	24211	R	Comedy	no
Jesus' Son	1999	107	2.5	6.9	2291	R	Drama	no
Little Secrets	2001	97	2.5	6.9	457	PG	Drama	no
Lovely & Amazing	2001	91	0.25	6.9	1813	R	Comedy Drama	no
Manny & Lo	1996	88	0.5	6.9	395	R	Drama	no
Moonlight Mile	2002	117	20	6.9	3479	PG-13	Romance Drama	no
Mumford	1999	112	28	6.9	3384	R	Comedy Drama	no
My Big Fat Greek Wedding	2002	95	5	6.9	21675	PG	RomCom	no
Nil by Mouth	1997	128	9	6.9	1159	R	Drama	no
Panic	2000	88	1	6.9	2524	R	Comedy Drama	no
Pledge, The	2001	123	45	6.9	9852	R	Drama	no
Prince of Egypt, The	1998	99	60	6.9	9212	PG	Animated	no
Radio	2003	109	35	6.9	3594	PG	Drama	no
Return to Me	2000	115	24	6.9	5057	PG	RomCom	no
Saints and Soldiers	2003	90	0.78	6.9	689	PG-13	Action Drama	no
Shape of Things, The	2003	96	4	6.9	1816	R	Drama	no
Shipping News, The	2001	111	35	6.9	7695	R	Romance Drama	no
Strange Days	1995	145	42	6.9	11869	R	Action Drama	no
Terminator 3: Rise of the Machines	2003	109	175	6.9	32111	R	Action	no
Time to Kill, A	1996	149	40	6.9	15577	R	Drama	no
Titanic	1997	194	200	6.9	90195	PG-13	Romance Drama	no
Tumbleweeds	1999	102	0.312	6.9	1146	PG-13	Comedy Drama	no
Urbania	2000	106	0.225	6.9	1089	R	Drama	no
Vanilla Sky	2001	136	68	6.9	31250	R	Romance Drama	no
Walking Across Egypt	1999	100	4.5	6.9	247	PG-13	Drama	no
White Oleander	2002	109	16	6.9	4545	PG-13	Drama	no
Wilde	1997	118	10	6.9	2545	R	Drama	no
50 First Dates	2004	99	75	6.8	13497	PG-13	RomCom	no
8 Mile	2002	110	41	6.8	17900	R	Drama	no
All the Real Girls	2003	108	1	6.8	1745	R	Romance Drama	no
American Pie	1999	95	11	6.8	41126	R	Comedy	no
American Psycho	2000	102	8	6.8	21639	R	Drama	no
Artificial Intelligence: AI	2001	146	90	6.8	36623	PG-13	Drama	no
Avalon	2001	106	8	6.8	2723	R	Animated	no
Blade	1998	110	45	6.8	24372	R	Action	no
Boiler Room	2000	118	9	6.8	8586	R	Drama	no
Bread, My Sweet, The	2001	105	0.6	6.8	257	PG-13	Romance Drama	no
Clockers	1995	129	25	6.8	3099	R	Drama	no
Confidence	2003	97	15	6.8	6168	R	Drama	no
Curse of the Jade Scorpion, The	2001	103	26	6.8	5846	PG-13	Comedy Drama	no
Deep End, The	2001	101	3	6.8	3524	R	Drama	no
Desperado	1995	106	7	6.8	17929	R	Action	no
Dom durakov	2002	104	2.5	6.8	382	R	Drama	no
From Dusk Till Dawn	1996	108	20	6.8	28473	R	Action Comedy	no
Gift, The	2000	111	10	6.8	12440	R	Drama	no
GoldenEye	1995	130	80	6.8	22991	PG-13	Action	no
Happy Gilmore	1996	92	10	6.8	17746	PG-13	Comedy	no
Importance of Being Earnest, The	2002	97	15	6.8	3598	PG	RomCom	no
Intended, The	2002	110	3.8	6.8	40	R	Drama	no
Keeping the Faith	2000	128	30	6.8	11351	PG-13	RomCom	no
Lolita	1997	137	58	6.8	5757	R	Romance Drama	no
Man from Elysian Fields, The	2001	106	6.5	6.8	1198	R	Drama	no
Mask of Zorro, The	1998	136	65	6.8	18220	PG-13	Action Comedy	no
May	2002	93	1.7	6.8	3324	R	Drama	no
Men in Black	1997	98	90	6.8	53231	PG-13	Action Comedy	no
Mudge Boy, The	2003	94	0.8	6.8	204	R	Drama	no
Mute Witness	1994	95	2	6.8	1202	R	Comedy	no
Nixon	1995	212	50	6.8	5837	R	Drama	no
Othello	1995	123	11	6.8	1852	R	Drama	no
Outsiders, The	1983	91	10	6.8	7125	PG-13	Drama	no
Patriot, The	2000	164	110	6.8	29665	R	Action Drama	no
Primary Colors	1998	143	65	6.8	7756	R	Comedy Drama	no
Rainmaker, The	1997	135	40	6.8	8620	PG-13	Drama	no
Rob Roy	1995	133	28	6.8	6652	R	Action Drama	no
Rosewood	1997	140	31	6.8	1840	R	Action Drama	no
Score, The	2001	124	68	6.8	16106	R	Drama	no
Simon Birch	1998	113	20	6.8	4612	PG	Comedy Drama	no
Spider	2002	94	8	6.8	5193	R	Drama	no
Stripes	1981	106	10	6.8	7406	R	Comedy	no
Veronica Guerin	2003	92	17	6.8	2688	R	Drama	no
Walk to Remember, A	2002	101	11	6.8	7124	PG	Romance Drama	no
Welcome to Sarajevo	1997	103	9	6.8	1465	R	Drama	no
Without Limits	1998	117	25	6.8	1249	PG-13	Drama	no
10 Things I Hate About You	1999	97	16	6.7	19095	PG-13	RomCom	no
Auto Focus	2002	105	7	6.7	3276	R	Drama	no
Bandits	2001	123	80	6.7	12382	PG-13	RomCom	no
Beyond the Sea	2004	118	24	6.7	1051	PG-13	Drama	no
Breakdown	1997	95	36	6.7	7099	R	Action	no
Bringing Out the Dead	1999	121	32	6.7	13989	R	Drama	no
Brother from Another Planet, The	1984	106	0.3	6.7	1133	R	Comedy Drama	no
Clueless	1995	97	20	6.7	16521	PG-13	RomCom	no
Cop Land	1997	116	15	6.7	12677	R	Drama	no
Courage Under Fire	1996	117	46	6.7	8884	R	Action Drama	no
Cradle Will Rock	1999	132	32	6.7	3375	R	Drama	no
Emperor's Club, The	2002	109	12.5	6.7	3056	PG-13	Drama	no
Friday	1995	91	3.5	6.7	7020	R	Comedy Drama	no
Hearts in Atlantis	2001	101	31	6.7	6577	PG-13	Drama	no
Hellboy	2004	132	66	6.7	15565	PG-13	Action	no
Hit and Runway	1999	108	1.2	6.7	189	R	Comedy	no
How Harry Became a Tree	2001	99	6	6.7	115	R	Drama	no
Interview with the Assassin	2002	88	0.75	6.7	409	R	Drama	no
Jerry and Tom	1998	106	5	6.7	447	R	Comedy Drama	no
Jing cha gu shi III: Chao ji jing cha	1992	95	0.9	6.7	2024	R	Action Comedy	no
Lemony Snicket's A Series of Unfortunate Events	2004	108	125	6.7	8402	PG	Comedy	no
Love & Basketball	2000	124	15	6.7	2093	PG-13	Romance Drama	no
Majestic, The	2001	156	72	6.7	8649	PG	Romance Drama	no
Next Stop Wonderland	1998	104	1	6.7	1467	R	RomCom	no
Old School	2003	92	24	6.7	14283	R	Comedy	no
Otra conquista, La	1998	106	3.5	6.7	140	R	Drama	no
Pay It Forward	2000	123	40	6.7	13531	PG-13	Romance Drama	no
Raising Victor Vargas	2002	88	0.8	6.7	1785	R	RomCom	no
Ravenous	1999	108	12	6.7	5915	R	Comedy Drama	no
Romeo + Juliet	1996	120	14.5	6.7	22306	PG-13	Action Drama	no
Rules of Attraction, The	2002	110	4	6.7	8552	R	RomCom	no
Rush Hour	1998	93	35	6.7	18336	PG-13	Action Comedy	no
Shanghai Noon	2000	110	55	6.7	12258	PG-13	Action Comedy	no
Snow Falling on Cedars	1999	127	36	6.7	4536	PG-13	Drama	no
Spanglish	2004	130	80	6.7	4698	PG-13	RomCom	no
Starship Troopers	1997	129	95	6.7	32618	R	Action	no
Tea with Mussolini	1999	117	12	6.7	2711	PG	Comedy Drama	no
Thomas Crown Affair, The	1999	113	48	6.7	17220	R	RomCom	no
Under the Tuscan Sun	2003	113	18	6.7	4183	PG-13	RomCom	no
X Files, The	1998	121	66	6.7	18314	PG-13	Action	no
Analyze This	1999	109	30	6.6	24521	R	Comedy	no
Anna and the King	1999	148	75	6.6	6739	PG-13	Romance Drama	no
Barbershop	2002	102	12	6.6	4943	PG-13	Comedy Drama	no
Blade II	2002	108	55	6.6	17139	R	Action	no
Blue Hill Avenue	2001	120	1.2	6.6	85	R	Drama	no
Changing Lanes	2002	99	45	6.6	12779	R	Drama	no
Chuck&Buck	2000	96	0.25	6.6	1919	R	Comedy Drama	no
Coach Carter	2005	136	30	6.6	1636	PG-13	Drama	no
Dark Blue	2002	118	15	6.6	3882	R	Action Drama	no
